Date,Politician,Last Name,Chamber,Symbol,Name,Trans Total<sup>*</sup>,Trans,Notes
06/05/2021,Michael,Mccaul,US Congressman,BRX,Brixmor Proper,107501,Sell,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
06/05/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
06/05/2021,Michael,Mccaul,US Congressman,BURL,Burlington Sto,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
06/05/2021,Michael,Mccaul,US Congressman,NVDA,Nvidia Corp,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
06/05/2021,Michael,Mccaul,US Congressman,UPS,United Parcel ,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
06/05/2021,Thomas,Tuberville,US Senator,X,United States ,32000,Sell,"Sale Of Call Options With Strike Price $29.00 And Expiry 10/15/2021 .Traded $4,001 To $60,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/05/2021,Thomas,Tuberville,US Senator,X,United States ,175000,Buy,"Traded $100,001 to $250,000 "
06/05/2021,Thomas,Tuberville,US Senator,X,United States ,32500,Sell,"Sale Of Put Options With Strike Price $24.00 And Expiry 10/15/2021 .Traded $15,001 To $50,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/05/2021,Richard,Blumenthal,US Senator,PLAN,Anaplan Inc,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
06/05/2021,Richard,Blumenthal,US Senator,LYV,Live Nation En,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
06/05/2021,Richard,Blumenthal,US Senator,SQ,Block Inc,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
06/05/2021,Richard,Blumenthal,US Senator,TSLA,Tesla Inc,75000,Sell,"By Spouse. Traded $50,001 To $100,000 "
06/05/2021,Richard,Blumenthal,US Senator,UBER,Uber Technolog,75000,Sell,"By Spouse. Traded $50,001 To $100,000 "
06/05/2021,Richard,Blumenthal,US Senator,ZG,Zillow Grp Inc,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
06/05/2021,Tomasz,Malinowski,US Congressman,PCRX,Pacira Pharm I,8000,Buy,"Traded $1,001 to $15,000 "
06/05/2021,Rohit,Khanna,US Congressman,ARES,Ares Managemen,8000,Buy,"Traded $1,001 to $15,000 "
06/05/2021,Rohit,Khanna,US Congressman,MSI,Motorola Solut,8000,Sell,"Traded $1,001 to $15,000 "
06/05/2021,Rohit,Khanna,US Congressman,MTB,M&T Bank Corp,8000,Sell,"Traded $1,001 to $15,000 "
06/05/2021,James,Langevin,US Congressman,ROKU,Roku Inc,8000,Buy,"Acquisition Of Call Options With Strike Price $280 And Expiry 18-June-2020. Traded $1,001 To $15,000, As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
06/05/2021,Donald,Beyer,US Congressman,NDAQ,Nasdaq Inc,2453,Buy,Price not reported. 
06/05/2021,Donald,Beyer,US Congressman,ILMN,Illumina Inc,1886,Sell,Price not reported. 
06/05/2021,Donald,Beyer,US Congressman,FNV,Franco Nev Cor,4384,Buy,Price not reported. 
06/05/2021,Mark,Green,US Congressman,PBFX,PBF Logistics ,375000,Buy,"Traded $250,001 to $500,000 "
06/05/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,8000,Buy,"Traded $1,001 to $15,000 "
06/05/2021,Mark,Green,US Congressman,ET,Energy Transfe,75000,Buy,"Traded $50,001 to $100,000 "
06/05/2021,Mark,Green,US Congressman,AM,Antero Midstre,375000,Sell,"Traded $250,001 to $500,000 "
06/05/2021,Lois,Frankel,US Congressman,HAE,Haemonetics Co,8000,Sell,"Traded $1,001 to $15,000 "
05/05/2021,Diana,Harshbarger,US Congressman,RRX,Regal Rexnord ,8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
05/05/2021,Thomas,Suozzi,US Congressman,URI,United Rentals,32500,Sell,"Traded $15,001 to $50,000 ."
05/05/2021,Thomas,Suozzi,US Congressman,SPOT,Spotify Techno,75000,Sell,"Traded $50,001 to $100,000 ."
05/05/2021,Thomas,Suozzi,US Congressman,NVDA,Nvidia Corp,32500,Sell,"Traded $15,001 to $50,000 ."
05/05/2021,Thomas,Suozzi,US Congressman,MRVL,Marvell Techno,8000,Buy,"Traded $1,001 to $15,000 "
05/05/2021,Thomas,Suozzi,US Congressman,TREE,Lendingtree In,32500,Sell,"Traded $15,001 to $50,000 ."
05/05/2021,Thomas,Suozzi,US Congressman,LLY,Eli Lilly and ,32500,Sell,"Traded $15,001 to $50,000 "
05/05/2021,Thomas,Suozzi,US Congressman,DVN,Devon Energy C,8000,Sell,"Traded $1,001 to $15,000 "
05/05/2021,Thomas,Suozzi,US Congressman,CVS,CVS Corp,8000,Buy,"Traded $1,001 to $15,000 "
05/05/2021,Thomas,Suozzi,US Congressman,AI,C3.Ai Inc Cl A,75000,Sell,"Traded $50,001 to $100,000 "
05/05/2021,Thomas,Suozzi,US Congressman,AAPL,Apple Inc,8000,Sell,"Traded $1,001 to $15,000 ."
05/05/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
05/05/2021,Michael,Mccaul,US Congressman,BURL,Burlington Sto,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
05/05/2021,Michael,Mccaul,US Congressman,UPS,United Parcel ,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
05/05/2021,Michael,Mccaul,US Congressman,NVDA,Nvidia Corp,107501,Buy,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
05/05/2021,Michael,Mccaul,US Congressman,NFLX,Netflix Inc,250001,Buy,"By Spouse & Dependent Child. Traded $150,002 To $350,000 ."
05/05/2021,Peter,Sessions,US Congressman,CCI,Crown Castle I,3663,Buy,By Spouse. Price Not Reported.
05/05/2021,Peter,Sessions,US Congressman,AMZN,Amazon.com Inc,16353,Buy,By Spouse. Price Not Reported.
05/05/2021,Austin,Scott,US Congressman,BLDP,Ballard Power ,8000,Buy,"Traded $1,001 to $15,000 "
05/05/2021,Mark,Green,US Congressman,USAC,USA Compressio,375000,Sell,"Traded $250,001 to $500,000 ."
05/05/2021,Mark,Green,US Congressman,PBFX,PBF Logistics ,375000,Buy,"Traded $250,001 to $500,000 "
05/05/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,8000,Buy,"Traded $1,001 to $15,000 "
05/05/2021,Mark,Green,US Congressman,ET,Energy Transfe,175000,Buy,"Traded $100,001 to $250,000 "
05/05/2021,Trey,Hollingsworth,US Congressman,MMP,Magellan Midst,75000,Buy,"Traded $50,001 to $100,000 ."
05/05/2021,Lois,Frankel,US Congressman,TMO,Thermo Fisher ,8000,Buy,"Traded $1,001 to $15,000 "
05/05/2021,Lois,Frankel,US Congressman,MDT,Medtronic Inc,8000,Sell,"Traded $1,001 to $15,000 "
04/05/2021,Diana,Harshbarger,US Congressman,RRX,Regal Rexnord ,8000,Buy,"Traded $1,001 to $15,000 ."
04/05/2021,Kathy,Manning,US Congressman,MTCH,Match Group In,8000,Buy,"Traded $1,001 to $15,000 ."
04/05/2021,Kathy,Manning,US Congressman,ISRG,Intuitive Surg,8000,Sell,"Traded $1,001 to $15,000 ."
04/05/2021,Diana,Harshbarger,US Congressman,EBAY,Ebay Inc,16001,Buy,"By Director And Spouse. Traded $2,002 To $30,000 ."
04/05/2021,Diana,Harshbarger,US Congressman,RGA,Reinsurance Gr,8000,Sell,"Traded $1,001 to $15,000 ."
04/05/2021,Thomas,Tuberville,US Senator,EBAY,Ebay Inc,32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 ."
04/05/2021,Rohit,Khanna,US Congressman,ZNGA,Zynga Inc Cl A,8000,Buy,"By Dependent Child.Traded $1,001 To $15,000 "
04/05/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
04/05/2021,Michael,Mccaul,US Congressman,BURL,Burlington Sto,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
04/05/2021,Michael,Mccaul,US Congressman,UPS,United Parcel ,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
04/05/2021,Peter,Sessions,US Congressman,CCI,Crown Castle I,13792,Buy,By Spouse. Price Not Reported.
04/05/2021,Rohit,Khanna,US Congressman,MTCH,Match Group In,8000,Buy,"Traded $1,001 to $15,000 "
04/05/2021,Rohit,Khanna,US Congressman,ISRG,Intuitive Surg,8000,Sell,"Traded $1,001 to $15,000 "
04/05/2021,Susie,Lee,US Congressman,SABR,Sabre Corp,8000,Sell,"Traded $1,001 to $15,000 "
04/05/2021,Richard,Allen,US Congressman,JNJ,Johnson & John,32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
04/05/2021,Richard,Allen,US Congressman,ALB,Albemarle Corp,32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
04/05/2021,Virginia,Foxx,US Congressman,T,AT&T Inc,8000,Buy,"Traded $1,001 to $15,000 "
04/05/2021,John,Hickenlooper,US Senator,PTON,Peloton Intera,8000,Buy,"Traded $1,001 to $15,000 "
04/05/2021,Austin,Scott,US Congressman,NVVE,Nuvve Hldg Cor,8000,Sell,"Traded $1,001 to $15,000 ."
03/05/2021,Brian,Mast,US Congressman,TLRY,Tilray Brands ,8000,Transfer In,"As Part Of Merger. Shares Received In Exchange For Shares In Aphria.  Traded $1,001 To $15,000 "
03/05/2021,Diana,Harshbarger,US Congressman,RNR,Renaissancere ,8000,Sell,"Traded $1,001 to $15,000 ."
03/05/2021,Diana,Harshbarger,US Congressman,ELV,Elevance Healt,16001,Sell,"By Director & Spouse. Traded $2,002 to $30,000 ."
03/05/2021,Thomas,Tuberville,US Senator,WMT,Walmart Inc,8000,Sell,N/A
03/05/2021,Diana,Harshbarger,US Congressman,WMT,Walmart Inc,8000,Sell,"Traded $1,001 to $15,000 ."
03/05/2021,Diana,Harshbarger,US Congressman,EBAY,Ebay Inc,32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 ."
03/05/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
03/05/2021,Michael,Mccaul,US Congressman,MNST,Monster Bevera,107501,Buy,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
03/05/2021,Michael,Mccaul,US Congressman,UPS,United Parcel ,75000,Buy,"By Spouse. Traded $50,001 To $100,000 ."
03/05/2021,Blake,Moore,US Congressman,AMZN,Amazon.com Inc,8000,Sell,"Sale Of Put Options With Strike Price $3,060 And Expiry 18-June-2021. Traded $1,001 To $15,000. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
03/05/2021,Blake,Moore,US Congressman,AMZN,Amazon.com Inc,8000,Buy,"Traded $1,001 to $15,000 ."
03/05/2021,Peter,Sessions,US Congressman,MSFT,Microsoft Corp,12593,Buy,Price not reported.
03/05/2021,Peter,Sessions,US Congressman,CCI,Crown Castle I,9385,Buy,Price not reported.
03/05/2021,Patrick,Fallon,US Congressman,KKR,KKR & Company ,32500,Buy,"Traded $15,001 to $50,000 "
03/05/2021,Walter,Schrader,US Congressman,IVW,S&P 500 Growth,8000,Sell,"Traded $1,001 to $15,000 "
03/05/2021,Virginia,Foxx,US Congressman,MO,Altria Group,8000,Buy,"Traded $1,001 to $15,000 "
03/05/2021,Mark,Green,US Congressman,SHLX,Shell Midstrea,750000,Sell,"Traded $500,001 to $1,000,000 "
03/05/2021,Mark,Green,US Congressman,ET,Energy Transfe,375000,Buy,"Traded $250,001 to $500,000 "
03/05/2021,Mark,Green,US Congressman,ENBL,Enable Midstre,375000,Buy,"Traded $250,001 to $500,000 "
03/05/2021,Edward,Case,US Congressman,MSFT,Microsoft Corp,75000,Buy,"Traded $50,001 to $100,000 "
03/05/2021,Edward,Case,US Congressman,GE,General Electr,8000,Sell,"Traded $1,001 to $15,000 "
03/05/2021,Edward,Case,US Congressman,KMI,Kinder Morgan,8000,Sell,"Traded $1,001 to $15,000 "
03/05/2021,Edward,Case,US Congressman,MO,Altria Group,75000,Sell,"Traded $50,001 to $100,000 "
01/05/2021,Richard,Larsen,US Congressman,ALL,Allstate Corp,8000,Sell,"Traded $1,001 to $15,000 ."
30/04/2021,Diana,Harshbarger,US Congressman,AEE,Ameren Corp,24002,Sell,"By Director And Spouse. Traded $3,003 To $45,000 "
30/04/2021,Kathy,Manning,US Congressman,DIS,Walt Disney Co,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,V,Visa Inc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,VTRS,Viatris Inc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,TJX,TJX Companies,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,SBUX,Starbucks Corp,16001,Sell,"Traded $2,002 to $30,000 ."
30/04/2021,Kathy,Manning,US Congressman,MSFT,Microsoft Corp,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,LRCX,Lam Research C,40501,Buy,"Traded $16,002 To $65,000 ."
30/04/2021,Kathy,Manning,US Congressman,JNJ,Johnson & John,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,INTU,Intuit Inc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,EL,Estee Lauder C,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,CNC,Centene Corp,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,CAT,Caterpillar In,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,AON,AON Plc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,AMGN,Amgen Inc,8000,Buy,"Traded $1,001 to $15,000 ."
30/04/2021,Kathy,Manning,US Congressman,GOOGL,Alphabet Cl A,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Kathy,Manning,US Congressman,ACN,Accenture Plc,16001,Sell,"Traded $2,002 to $30,000 ."
30/04/2021,Kathy,Manning,US Congressman,ABBV,Abbvie Inc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Blake,Moore,US Congressman,RTX,Rtx Corp,8000,Buy,"Traded $1,001 to $15,000 ."
30/04/2021,Blake,Moore,US Congressman,MSFT,Microsoft Corp,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Blake,Moore,US Congressman,JNJ,Johnson & John,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Blake,Moore,US Congressman,HQY,Healthequity,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Blake,Moore,US Congressman,BAC,Bank of Americ,8000,Buy,"Traded $1,001 to $15,000 ."
30/04/2021,Blake,Moore,US Congressman,AAPL,Apple Inc,8000,Buy,"Traded $1,001 to $15,000 ."
30/04/2021,Blake,Moore,US Congressman,AXP,American Expre,8000,Buy,"Traded $1,001 to $15,000 "
30/04/2021,Rohit,Khanna,US Congressman,GM,General Motors,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
30/04/2021,Rohit,Khanna,US Congressman,DE,Deere & Compan,8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
30/04/2021,Rohit,Khanna,US Congressman,MRK,Merck & Compan,8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
30/04/2021,Peter,Sessions,US Congressman,IBM,International ,4966,Buy,By Spouse. Price Not Reported.
30/04/2021,Joshua,Gottheimer,US Congressman,TWTR,Twitter Inc,8000,Sell,"Traded $1,001 to $15,000 ."
30/04/2021,Joshua,Gottheimer,US Congressman,TSLA,Tesla Inc,8000,Sell,"Traded $1,001 to $15,000 "
30/04/2021,Marie,Newman,US Congressman,UA,Under Armour I,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
30/04/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,75000,Buy,"By Spouse. Traded $50,001 To $100,000 "
30/04/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,8000,Sell,By Spouse. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint.
30/04/2021,Marie,Newman,US Congressman,MSFT,Microsoft Corp,32500,Buy,"Traded $15,001 to $50,000 "
30/04/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,75000,Sell,"By Dependent Child. Traded $50,001 to $100,000 ."
30/04/2021,Michael,Mccaul,US Congressman,BURL,Burlington Sto,107501,Sell,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
30/04/2021,Michael,Mccaul,US Congressman,AMZN,Amazon.com Inc,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
30/04/2021,Richard,Burr,US Senator,EPD,Enterprise Pro,75000,Sell,"Traded $50,001 to $100,000 "
29/04/2021,Diana,Harshbarger,US Congressman,LHX,L3Harris Techn,8000,Sell,"Traded $1,001 to $15,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,SHW,Sherwin-Willia,24002,Buy,"By Director & Spouse. Traded $3,003 To $45,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,SPGI,S&P Global Inc,8000,Buy,"Traded $1,001 to $15,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,PG,Procter & Gamb,8000,Sell,"Traded $1,001 to $15,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,G,Genpact Ltd,8000,Sell,"Traded $1,001 to $15,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,VRSK,Verisk Analyti,32002,Sell,"By Director & Spouse. Traded $4,004 To $60,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,RS,Reliance Inc,32002,Buy,"By Director And Spouse. Traded $4,004 To $60,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,CRI,Carter's Inc,24002,Buy,"By Director And Spouse. Traded $3,003 To $45,000 ."
29/04/2021,Diana,Harshbarger,US Congressman,RNR,Renaissancere ,24002,Sell,"By Director & Spouse. Traded $3,003 To $45,000 ."
29/04/2021,Tomasz,Malinowski,US Congressman,DASH,Doordash Inc C,8000,Sell,"Traded $1,001 to $15,000 "
29/04/2021,Michael,Mccaul,US Congressman,ALL,Allstate Corp,40501,Buy,"By Spouse and Dependent Child. Traded $16,002 to $65,000 ."
29/04/2021,Michael,Mccaul,US Congressman,SYY,Sysco Corp,83001,Sell,"By Spouse and Dependent Child. Traded $51,002 To $115,000 ."
29/04/2021,Michael,Mccaul,US Congressman,BURL,Burlington Sto,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
29/04/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
29/04/2021,Michael,Mccaul,US Congressman,AMZN,Amazon.com Inc,150001,Buy,"By Spouse & Dependent Child. Traded $100,002 To $200,000 ."
29/04/2021,Donald,Beyer,US Congressman,SPLK,Splunk Inc,8000,Sell,"Traded $1,001 to $15,000 "
29/04/2021,Donald,Beyer,US Congressman,NDAQ,Nasdaq Inc,8000,Buy,"Traded $1,001 to $15,000 "
28/04/2021,Douglas,Lamborn,US Congressman,NTAP,Netapp Inc,40500,Buy,"By Spouse And IRA. Traded $16,001 To $65,000 "
28/04/2021,Joshua,Gottheimer,US Congressman,PYPL,Paypal Holding,8000,Sell,"Traded $1,001 to $15,000 "
28/04/2021,Sheldon,Whitehouse,US Senator,INTC,Intel Corp,32500,Sell,"Traded $15,001 to $50,000 "
28/04/2021,Michael,Mccaul,US Congressman,MRK,Merck & Compan,450001,Buy,"By Spouse & Dependent Child. Traded $300,002 To $600,000 ."
28/04/2021,Michael,Mccaul,US Congressman,MS,Morgan Stanley,475001,Sell,"By Spouse and Dependent Child. Traded $350,002 to $600,000 ."
28/04/2021,Michael,Mccaul,US Congressman,SYY,Sysco Corp,250001,Sell,"By Spouse and Dependent Child. Traded $150,002 To $350,000 ."
28/04/2021,Michael,Mccaul,US Congressman,ALL,Allstate Corp,450001,Buy,"By Spouse and Dependent Child. Traded $300,002 to $600,000 ."
28/04/2021,Michael,Mccaul,US Congressman,EPAM,Epam Systems I,65001,Sell,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
28/04/2021,Michael,Mccaul,US Congressman,TRS,Trimas Corp,16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
28/04/2021,Michael,Garcia,US Congressman,TSLA,Tesla Inc,32500,Buy,"Traded $15,001 to $50,000 "
28/04/2021,Richard,Burr,US Senator,USB,U.S. Bancorp,75000,Sell,"By Spouse. Traded $50,001 To $100,000 ."
28/04/2021,Richard,Burr,US Senator,MET,Metlife Inc,75000,Sell,"By Spouse. Traded $50,001 To $100,000 "
28/04/2021,Richard,Burr,US Senator,EPD,Enterprise Pro,40501,Sell,"By Director And Spouse. Traded $16,002 To $65,000 "
27/04/2021,Diana,Harshbarger,US Congressman,RNR,Renaissancere ,16001,Sell,"By Director & Spouse. Traded $2,002 to $30,000 "
27/04/2021,Thomas,Tuberville,US Senator,CALX,Calix Inc,24000,Sell,"Sale Of Put Options With Strike Price $40.00 And Expiry 01/21/22 . Traded $3,001 To $45,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
27/04/2021,Deborah,Ross,US Congressman,LRCX,Lam Research C,32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
27/04/2021,Deborah,Ross,US Congressman,FCX,Freeport-Mcmor,32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
27/04/2021,Deborah,Ross,US Congressman,CRWD,Crowdstrike Ho,32500,Buy,"By Spouse. Traded $15,001 To $50,000 ."
27/04/2021,Deborah,Ross,US Congressman,CLF,Cleveland-Clif,32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
27/04/2021,Deborah,Ross,US Congressman,AMAT,Applied Materi,8000,Buy,"By Spouse. Traded $1,001 To $15,000 ."
27/04/2021,Deborah,Ross,US Congressman,GOOGL,Alphabet Cl A,32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
27/04/2021,Deborah,Ross,US Congressman,AMD,Adv Micro Devi,32500,Buy,"By Spouse. Traded $15,001 To $50,000 "
27/04/2021,Susie,Lee,US Congressman,JOE,St. Joe Compan,8000,Sell,"Traded $1,001 to $15,000 "
27/04/2021,Tomasz,Malinowski,US Congressman,QDEL,Quidelortho Co,8000,Sell,"Traded $1,001 to $15,000 "
27/04/2021,Tomasz,Malinowski,US Congressman,DASH,Doordash Inc C,8000,Sell,"Traded $1,001 to $15,000 "
27/04/2021,Michael,Mccaul,US Congressman,MAR,Marriot Int Cl,250001,Sell,"By Spouse & Dependent Child. Traded $150,002 To $350,000 ."
27/04/2021,Clifford,Franklin,US Congressman,BRP,Brp Group Inc ,3000000,Sell,"Traded $1,000,001 to $5,000,000 "
26/04/2021,Diana,Harshbarger,US Congressman,GOOGL,Alphabet Cl A,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
26/04/2021,Thomas,Tuberville,US Senator,QQQ,Nasdaq QQQ Inv,8000,Sell,"Sale Of Put Options With Strike Price $285.00 And Expiry 03/18/2022. Traded $1.001 To $15,000, As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
26/04/2021,Douglas,Lamborn,US Congressman,NTAP,Netapp Inc,8000,Sell,"By IRA. Traded $1,001 To $15,000 "
26/04/2021,Marie,Newman,US Congressman,SBUX,Starbucks Corp,8000,Buy,"By Spouse. Traded $1,001 to $15,000 "
26/04/2021,Peter,Sessions,US Congressman,LOW,Lowe's Compani,9960,Buy,Price not reported.
26/04/2021,James,Langevin,US Congressman,META,Meta Platforms,32500,Sell,"Traded $15,001 to $50,000 "
26/04/2021,Susie,Lee,US Congressman,SAIC,Science Applic,8000,Sell,"Traded $1,001 to $15,000 "
26/04/2021,Susie,Lee,US Congressman,TAP,Molson Coors B,8000,Buy,"Traded $1,001 to $15,000 "
26/04/2021,Tomasz,Malinowski,US Congressman,TDC,Teradata Corp,75000,Buy,"Traded $50,001 to $100,000 "
26/04/2021,Shelley,Capito,US Senator,WFC,Wells Fargo & ,8000,Sell,"By Spouse. Traded $1,001 To $15,000 "
25/04/2021,Diana,Harshbarger,US Congressman,GOOGL,Alphabet Cl A,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
24/04/2021,Susie,Lee,US Congressman,BBWI,Bath & Body Wo,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Diana,Harshbarger,US Congressman,GOOG,Alphabet Cl C,16001,Sell,"Traded $2,002 To $30,000 "
23/04/2021,Walter,Schrader,US Congressman,SE,Sea Ltd ADR,8000,Sell,"Traded $1,001 to $15,000 ."
23/04/2021,Walter,Schrader,US Congressman,IQV,Iqvia Holdings,8000,Sell,"Traded $1,001 to $15,000 "
23/04/2021,Walter,Schrader,US Congressman,FTV,Fortive Corp,8000,Sell,"Traded $1,001 to $15,000 "
23/04/2021,Walter,Schrader,US Congressman,ETN,Eaton Corp,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Walter,Schrader,US Congressman,VMC,Vulcan Materia,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Marie,Newman,US Congressman,W,Wayfair Inc,8000,Sell,By Spouse. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint
23/04/2021,Marie,Newman,US Congressman,YTRA,Yatra Online I,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Marie,Newman,US Congressman,JNJ,Johnson & John,32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
23/04/2021,Austin,Scott,US Congressman,BLDP,Ballard Power ,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Michael,Mccaul,US Congressman,HLI,Houlihan Lokey,16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
23/04/2021,Michael,Mccaul,US Congressman,NFLX,Netflix Inc,107501,Buy,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
23/04/2021,Lois,Frankel,US Congressman,CARG,Cargurus Inc C,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Andrew,Garbarino,US Congressman,ORMP,Oramed Pharma,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Andrew,Garbarino,US Congressman,OSW,Onespaworld Ho,8000,Buy,"Traded $1,001 to $15,000 "
23/04/2021,Andrew,Garbarino,US Congressman,GSS,,8000,Sell,"Traded $1,001 to $15,000 ."
23/04/2021,Andrew,Garbarino,US Congressman,BAC,Bank of Americ,8000,Sell,"Traded $1,001 to $15,000 ."
23/04/2021,Gary,Peters,US Senator,OCSL,Oaktree Specia,8000,Transfer In,"Shares Received In Exchange For Shares In Oaktree Specialty Lending Corp. Traded $1,001 To $15,000 ."
22/04/2021,Marie,Newman,US Congressman,ZM,Zoom Video Com,8000,Sell,By Spouse. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint
22/04/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,8000,Buy,By Spouse. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint.
22/04/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,75000,Sell,"By Spouse. Traded $50,001 To $100,000 "
22/04/2021,Charles,Fleischmann,US Congressman,EWU,UK Ishares MSC,8000,Buy,"Traded $1,001 to $15,000 "
