Date,Politician,Last Name,Chamber,Symbol,Name,Trans Total<sup>*</sup>,Trans,Notes
07/04/2021,Joshua,Gottheimer,US Congressman,SPOT,Spotify Techno,8000,Sell,"Traded $1,001 to $15,000 "
07/04/2021,Joshua,Gottheimer,US Congressman,MTCH,Match Group In,8000,Sell,"Traded $1,001 to $15,000 "
07/04/2021,Mark,Green,US Congressman,ENLC,Enlink Midstre,375000,Sell,"Traded $250,001 to $500,000 "
07/04/2021,Mark,Green,US Congressman,ET,Energy Transfe,32500,Buy,"Traded $15,001 to $50,000 "
07/04/2021,Mark,Green,US Congressman,AM,Antero Midstre,175000,Buy,"Traded $100,001 to $250,000 "
07/04/2021,Michael,Mccaul,US Congressman,CFR,Cullen/Frost B,350001,Sell,"By Spouse and Dependent Child.  Traded $200,002 To $500,000 ."
07/04/2021,Lois,Frankel,US Congressman,CL,Colgate-Palmol,8000,Buy,"Traded $1,001 to $15,000 "
07/04/2021,Lois,Frankel,US Congressman,XEL,XCEL Energy In,8000,Buy,"Traded $1,001 to $15,000 "
06/04/2021,Diana,Harshbarger,US Congressman,GOOGL,Alphabet Cl A,8000,Sell,"Traded $1,001 to $15,000 ."
06/04/2021,Thomas,Suozzi,US Congressman,PPG,PPG Industries,32500,Sell,"Traded $15,001 to $50,000 ."
06/04/2021,Thomas,Suozzi,US Congressman,NVDA,Nvidia Corp,32500,Sell,"Traded $15,001 to $50,000 ."
06/04/2021,Thomas,Suozzi,US Congressman,MSFT,Microsoft Corp,32500,Sell,"Traded $15,001 to $50,000 ."
06/04/2021,Rohit,Khanna,US Congressman,HON,Honeywell Inte,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
06/04/2021,Rohit,Khanna,US Congressman,ORLY,O'Reilly Autom,16001,Sell,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
06/04/2021,Michael,Mccaul,US Congressman,MS,Morgan Stanley,75000,Sell,"By Dependent Child. Traded $50,001 to $100,000 ."
06/04/2021,Michael,Mccaul,US Congressman,ALL,Allstate Corp,450001,Buy,"By Spouse and Dependent Child. Traded $300,002 to $600,000 ."
06/04/2021,Michael,Mccaul,US Congressman,AMZN,Amazon.com Inc,65001,Buy,"By Spouse & Dependent Child. Traded $30,002 To $100,000 ."
06/04/2021,Michael,Mccaul,US Congressman,NVDA,Nvidia Corp,107501,Buy,"By Spouse & Dependent Child. Traded $65,002 To $150,000 ."
06/04/2021,Susan Lynn,Brooks,US Congressman,AMZN,Amazon.com Inc,8000,Buy,"Traded $1,001 to $15,000 ."
06/04/2021,Ronald,Wyden,US Senator,AMAT,Applied Materi,175000,Sell,"By Spouse. Traded $100,001 To $250,000 ."
06/04/2021,Ronald,Wyden,US Senator,STZ,Constellation ,175000,Sell,"By Spouse. Traded $100,001 To $250,000 ."
06/04/2021,Ronald,Wyden,US Senator,AVGO,Broadcom Ltd,175000,Sell,"By Spouse. Traded $100,001 To $250,000 ."
06/04/2021,Ronald,Wyden,US Senator,INTC,Intel Corp,32500,Sell,"By Spouse. Traded $15,001 To $50,000 "
06/04/2021,Ronald,Wyden,US Senator,KLAC,K L A-Tencor C,199002,Sell,"By Spouse And Children. Traded $103,004 To $295,000 ."
Downloaded from Barchart.com as of 03-08-2024 04:12pm CST,,,,,,,,
