Date,Politician,Last Name,Chamber,Symbol,Name,Trans Total<sup>*</sup>,Trans,Notes
18/02/2021,Virginia,Foxx,US Congressman,AM,Antero Midstre,32500,Buy,"Traded $15,001 to $50,000 "
18/02/2021,Virginia,Foxx,US Congressman,ILPT,Industrial Log,32500,Buy,"Traded $15,001 to $50,000 "
18/02/2021,John,Rutherford,US Congressman,CMCSA,Comcast Corp A,8000,Sell,"Traded $1,001 to $15,000 "
18/02/2021,Lois,Frankel,US Congressman,BAH,Booz Allen Ham,8000,Sell,"Traded $1,001 to $15,000 ."
18/02/2021,Lois,Frankel,US Congressman,EPAM,Epam Systems I,8000,Sell,"Traded $1,001 to $15,000 "
18/02/2021,Lois,Frankel,US Congressman,GPC,Genuine Parts ,8000,Sell,"Traded $1,001 to $15,000 "
18/02/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,175000,Sell,"Traded $100,001 to $250,000 "
18/02/2021,Richard,Allen,US Congressman,SSB,Southstate Cor,32500,Sell,"By Spouse. Traded $15,001 To $50,000 ."
18/02/2021,Robert,Wittman,US Congressman,PGR,Progressive Co,8000,Sell,"Traded $1,001 to $15,000 "
18/02/2021,Rohit,Khanna,US Congressman,PARA,Paramount Glob,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
19/02/2021,Lois,Frankel,US Congressman,CBOE,CBOE Global Ma,8000,Buy,"Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,PTON,Peloton Intera,16001,Buy,"By Spouse. Traded $2,002 to $30,000 ."
19/02/2021,Marie,Newman,US Congressman,R,Ryder System,8000,Buy,"Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,VRM,Vroom Inc,8000,Buy,"By Spouse. Traded $1,001 to $15,000 ."
19/02/2021,Marie,Newman,US Congressman,DIS,Walt Disney Co,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,8000,Buy,By Spouse. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint.
19/02/2021,Mark,Green,US Congressman,ET,Energy Transfe,75000,Buy,"Traded $50,001 to $100,000 "
19/02/2021,Mark,Green,US Congressman,ENLC,Enlink Midstre,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Mark,Green,US Congressman,MPLX,Mplx LP,75000,Buy,"Traded $50,001 to $100,000 "
19/02/2021,Mark,Green,US Congressman,PBFX,PBF Logistics ,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Mark,Green,US Congressman,PAA,Plains All Ame,75000,Buy,"Traded $50,001 to $100,000 "
19/02/2021,Mark,Green,US Congressman,SHLX,Shell Midstrea,75000,Buy,"Traded $50,001 to $100,000 "
19/02/2021,Mark,Green,US Congressman,USAC,USA Compressio,175000,Buy,"Traded $100,001 to $250,000 ."
19/02/2021,Mark,Green,US Congressman,BPMP,BP Midstream P,75000,Buy,"Traded $50,001 to $100,000 "
19/02/2021,Sara,Jacobs,US Congressman,LHCG,LHC Group Inc,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Sara,Jacobs,US Congressman,LPLA,Lpl Financial ,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Sara,Jacobs,US Congressman,PAYC,Paycom Softwar,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Sara,Jacobs,US Congressman,TTEK,Tetra Tech Inc,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Sara,Jacobs,US Congressman,TJX,TJX Companies,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Susie,Lee,US Congressman,RXT,Rackspace Tech,8000,Buy,"Traded $1,001 to $15,000 "
19/02/2021,Thomas,Suozzi,US Congressman,QS,Quantumscape C,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Virginia,Foxx,US Congressman,ILPT,Industrial Log,32500,Buy,"Traded $1,001 to $15,000 "
19/02/2021,Virginia,Foxx,US Congressman,PM,Philip Morris ,32500,Buy,"Traded $15,001 to $50,000 "
19/02/2021,Diana,Harshbarger,US Congressman,HON,Honeywell Inte,16001,Sell,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
19/02/2021,Donald,Beyer,US Congressman,EL,Estee Lauder C,1426,Sell,Price not reported
19/02/2021,Lois,Frankel,US Congressman,GPC,Genuine Parts ,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,MET,Metlife Inc,8000,Sell,"By Spouse. Traded $1,001 To $15,000 ."
19/02/2021,Marie,Newman,US Congressman,PFE,Pfizer Inc,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,SNAP,Snap Inc,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
19/02/2021,Marie,Newman,US Congressman,TSLA,Tesla Inc,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,TRV,The Travelers ,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
19/02/2021,Marie,Newman,US Congressman,UAL,United Airline,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
19/02/2021,Mark,Green,US Congressman,NS,Nustar Energy ,375000,Sell,"Traded $250,001 to $500,000 "
19/02/2021,Sara,Jacobs,US Congressman,ADI,Analog Devices,75000,Sell,"Traded $50,001 to $100,000 "
19/02/2021,Sara,Jacobs,US Congressman,FSLR,First Solar In,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Sara,Jacobs,US Congressman,PYPL,Paypal Holding,32500,Sell,"Traded $15,001 to $50,000 "
19/02/2021,Sara,Jacobs,US Congressman,BK,Bank of New Yo,32500,Sell,"Traded $15,001 to $50,000 "
19/02/2021,Susie,Lee,US Congressman,CNC,Centene Corp,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Susie,Lee,US Congressman,CHTR,Charter Commun,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Susie,Lee,US Congressman,ECL,Ecolab Inc,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Susie,Lee,US Congressman,FIS,Fidelity Natio,8000,Sell,"Traded $1,001 to $15,000 ."
19/02/2021,Susie,Lee,US Congressman,TMUS,T-Mobile US,8000,Sell,"Traded $1,001 to $15,000 "
19/02/2021,Thomas,Tuberville,US Senator,ADBE,Adobe Systems ,8000,Sell,"Sale Of Put Options With Strike Price $405.00 And Expiry 06/18/2021 .Traded $1,001 To $15,000 As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
22/02/2021,David,Mckinley,US Congressman,KMX,Carmax Inc,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,David,Mckinley,US Congressman,CERN,Cerner Corp,8000,Buy,"Traded $1,001 to $15,000 ."
22/02/2021,David,Mckinley,US Congressman,COST,Costco Wholesa,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,David,Mckinley,US Congressman,FI,Fiserv Inc,8000,Buy,"Traded $1,001 to $15,000 ."
22/02/2021,David,Mckinley,US Congressman,GPN,Global Payment,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,David,Mckinley,US Congressman,NFLX,Netflix Inc,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,David,Mckinley,US Congressman,RPM,RPM Internatio,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,Diana,Harshbarger,US Congressman,AMT,American Tower,16001,Buy,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
22/02/2021,John,Boozman,US Senator,TLT,20+ Year Treas,8000,Buy,"Traded $1,001 to $15,000 ."
22/02/2021,John,Boozman,US Senator,TLH,10-20 Year Tre,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,Joshua,Gottheimer,US Congressman,BKNG,Booking Holdin,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,Marie,Newman,US Congressman,IBM,International ,8000,Buy,"Traded $1,001 to $15,000 "
22/02/2021,Mark,Green,US Congressman,ET,Energy Transfe,32500,Buy,"Traded $15,001 to $50,000 "
22/02/2021,Mark,Green,US Congressman,ENLC,Enlink Midstre,75000,Buy,"Traded $50,001 to $100,000 "
22/02/2021,Mark,Green,US Congressman,PAA,Plains All Ame,32500,Buy,"Traded $15,001 to $50,000 "
22/02/2021,Mark,Green,US Congressman,USAC,USA Compressio,75000,Buy,"Traded $50,001 to $100,000 ."
22/02/2021,Neal,Dunn,US Congressman,CADE,Cadence Bank,8000,Buy,"Traded $1,001 to $15,000 ."
22/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,175000,Buy,"Traded $100,001 to $250,000 ."
22/02/2021,Rohit,Khanna,US Congressman,META,Meta Platforms,16001,Buy,"By Spouse. Traded $2,002 To $30,000 ."
22/02/2021,Alan,Lowenthal,US Congressman,GLD,Gold SPDR,48500,Sell,"Traded $17,001 to $80,000 "
22/02/2021,Diana,Harshbarger,US Congressman,CUBE,Cubesmart,24002,Sell,"By Congressman & Spouse. Traded $3,003 To $45,000 ."
22/02/2021,John,Boozman,US Senator,GBIL,GS Treasuryacc,32500,Sell,"Traded $15,001 to $50,000 "
22/02/2021,Joshua,Gottheimer,US Congressman,WSC,Willscot Corp,8000,Sell,"Traded $1,001 to $15,000 ."
22/02/2021,Mark,Green,US Congressman,ENBL,Enable Midstre,175000,Sell,"Traded $100,001 to $250,000 "
22/02/2021,Patrick,Fallon,US Congressman,BA,Boeing Company,175000,Sell,"Traded $100,001 to $250,000 ."
22/02/2021,Patrick,Fallon,US Congressman,FDX,Fedex Corp,8000,Sell,"Traded $1,001 to $15,000 ."
22/02/2021,Patrick,Fallon,US Congressman,PYPL,Paypal Holding,175000,Sell,"Traded $100,001 to $250,000 "
22/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,8000,Sell,"Traded $1,001 to $15,000 ."
22/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,1,Sell,Sale Of Call Options With A Strike Price $132 And Expiry 19-March-2021. Price Not Reported.
22/02/2021,Patrick,Fallon,US Congressman,FDX,Fedex Corp,1,Sell,Sale Of Put Options With Strike Price $265 And Expiry 19-March-2021. Price No Reported.
22/02/2021,Rohit,Khanna,US Congressman,SCHW,The Charles Sc,8000,Sell,"By Spouse. Traded $2,002 To $30,000 ."
22/02/2021,Rohit,Khanna,US Congressman,JPM,JP Morgan Chas,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
23/02/2021,Diana,Harshbarger,US Congressman,G,Genpact Ltd,24002,Buy,"By Congressman & Spouse. Traded $3,003 To $45,000 ."
23/02/2021,Diana,Harshbarger,US Congressman,CVX,Chevron Corp,16001,Buy,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
23/02/2021,Diana,Harshbarger,US Congressman,TMUS,T-Mobile US,8000,Buy,"Traded $1,001 to $15,000 ."
23/02/2021,Joshua,Gottheimer,US Congressman,WOLF,Wolfspeed Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,MS,Morgan Stanley,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,BX,Blackstone Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,Z,Zillow Group C,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Michael,Mccaul,US Congressman,NFG,National Fuel ,16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
23/02/2021,Nancy,Pelosi,US Congressman,AB,Alliancebernst,904751,Buy,By Spouse. Price Not Reported.
23/02/2021,Patrick,Fallon,US Congressman,AAL,American Airli,175000,Buy,"Traded $100,001 to $250,000 "
23/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,175000,Buy,"Traded $100,001 to $250,000 ."
23/02/2021,Patrick,Fallon,US Congressman,BA,Boeing Company,175000,Buy,"Traded $100,001 to $250,000 "
23/02/2021,Patrick,Fallon,US Congressman,CVX,Chevron Corp,75000,Buy,"Traded $50,001 to $100,000 "
23/02/2021,Patrick,Fallon,US Congressman,META,Meta Platforms,375000,Buy,"Traded $250,001 to $500,000 "
23/02/2021,Patrick,Fallon,US Congressman,MSFT,Microsoft Corp,375000,Buy,"Traded $250,001 to $500,000 "
23/02/2021,Patrick,Fallon,US Congressman,PYPL,Paypal Holding,375000,Buy,"Traded $250,001 to $500,000 "
23/02/2021,Rohit,Khanna,US Congressman,META,Meta Platforms,8000,Buy,"By Spouse. Traded $2,002 To $30,000 ."
23/02/2021,Shelley,Capito,US Senator,UBSI,United Bkshs I,75000,Buy,"By Spouse. Traded $50,001 To $100,000 "
23/02/2021,Susie,Lee,US Congressman,AEIS,Advanced Energ,8000,Buy,"Traded $1,001 to $15,000 ."
23/02/2021,Susie,Lee,US Congressman,BKR,Baker Hughes C,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,AZTA,Azenta Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,CDNS,Cadence Design,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,CHGG,Chegg Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,LW,Lamb Weston Ho,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,POOL,Pool Corp,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,TER,Teradyne Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,ZG,Zillow Grp Inc,8000,Buy,"Traded $1,001 to $15,000 "
23/02/2021,Tomasz,Malinowski,US Congressman,EVBG,Everbridge Inc,32500,Buy,"Traded $15,001 to $50,000 "
23/02/2021,Virginia,Foxx,US Congressman,PAA,Plains All Ame,32500,Buy,"Traded $15,001 to $50,000 "
23/02/2021,Alan,Lowenthal,US Congressman,META,Meta Platforms,8000,Sell,"By Spouse. Traded $1,001 to $15,000 ."
23/02/2021,John,Rutherford,US Congressman,T,AT&T Inc,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,BAC,Bank of Americ,8000,Sell,"Traded $1,001 to $15,000 ."
23/02/2021,John,Rutherford,US Congressman,CSCO,Cisco Systems ,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,KO,Coca-Cola Comp,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,COP,Conocophillips,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,JPM,JP Morgan Chas,8000,Sell,"Traded $1,001 to $15,000 ."
23/02/2021,John,Rutherford,US Congressman,LMT,Lockheed Marti,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,MSFT,Microsoft Corp,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,UBS,UBS Group Ag A,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,WFC,Wells Fargo & ,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,John,Rutherford,US Congressman,CMCSA,Comcast Corp A,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,EBS,Emergent Bioso,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,EQIX,Equinix Inc,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,HD,Home Depot,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,ISRG,Intuitive Surg,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Joshua,Gottheimer,US Congressman,BABA,Alibaba Group ,8000,Sell,"Traded $1,001 to $15,000 ."
23/02/2021,Patrick,Fallon,US Congressman,AMZN,Amazon.com Inc,8000,Sell,"Traded $1,001 to $15,000 ."
23/02/2021,Patrick,Fallon,US Congressman,AAL,American Airli,32500,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,8000,Sell,"Traded $1,001 to $15,000 ."
23/02/2021,Patrick,Fallon,US Congressman,BA,Boeing Company,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,CVX,Chevron Corp,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,META,Meta Platforms,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,MSFT,Microsoft Corp,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,PYPL,Paypal Holding,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Patrick,Fallon,US Congressman,AMZN,Amazon.com Inc,1,Sell,Sale Of Put Options With A Strike Price $3050 And Expiry 19-March-2021. Price Not Reported.
23/02/2021,Patrick,Fallon,US Congressman,AAL,American Airli,1,Sell,Sale Of Call Options With A Strike Price $21 And Expiry 19-March-2021. Price Not Reported
23/02/2021,Patrick,Fallon,US Congressman,AAPL,Apple Inc,1,Sell,Sale Of Call Options With A Strike Price $127.50 And Expiry 19-March-2021. Price Not Reported.
23/02/2021,Patrick,Fallon,US Congressman,BA,Boeing Company,1,Sell,Sale Of Call Options With Strike Price $215 And Expiry 19-March-2021. Price Not Reported.
23/02/2021,Patrick,Fallon,US Congressman,CVX,Chevron Corp,1,Sell,Sale Of Call Options With Strike Price $100 And Expiry 19-March-2021. Price Not Reported.
23/02/2021,Patrick,Fallon,US Congressman,META,Meta Platforms,1,Sell,Sale Of Put Options With Strike Price $270 And Expiry 19-March-2021. Price No Reported.
23/02/2021,Patrick,Fallon,US Congressman,PYPL,Paypal Holding,1,Sell,Sale Of Call Options With Strike Price $267.5 And Expiry 19-March-2021. Price No Reported.
23/02/2021,Shelley,Capito,US Senator,EV,Mast Global Ba,8000,Sell,"By Spouse. Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,CHTR,Charter Commun,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Susie,Lee,US Congressman,TMUS,T-Mobile US,8000,Sell,"Traded $1,001 to $15,000 "
23/02/2021,Tomasz,Malinowski,US Congressman,HOLX,Hologic Inc,32500,Sell,"Traded $15,001 to $50,000 "
23/02/2021,Tomasz,Malinowski,US Congressman,VIVO,Meridian Biosc,8000,Sell,"Traded $1,001 to $15,000 "
24/02/2021,Blake,Moore,US Congressman,AMZN,Amazon.com Inc,8000,Buy,"Traded $1,001 to $15,000 ."
24/02/2021,Blake,Moore,US Congressman,AXP,American Expre,8000,Buy,"Traded $1,001 to $15,000 "
24/02/2021,Blake,Moore,US Congressman,AAPL,Apple Inc,8000,Buy,"Traded $1,001 to $15,000 ."
24/02/2021,Blake,Moore,US Congressman,BAC,Bank of Americ,8000,Buy,"Traded $1,001 to $15,000 ."
24/02/2021,Blake,Moore,US Congressman,META,Meta Platforms,8000,Buy,"Traded $1,001 to $15,000 "
24/02/2021,Blake,Moore,US Congressman,JNJ,Johnson & John,8000,Buy,"Traded $1,001 to $15,000 "
24/02/2021,Blake,Moore,US Congressman,RTX,Rtx Corp,8000,Buy,"Traded $1,001 to $15,000 ."
24/02/2021,Blake,Moore,US Congressman,BABA,Alibaba Group ,8000,Buy,"Traded $1,001 to $15,000 ."
24/02/2021,Joshua,Gottheimer,US Congressman,HUBS,Hubspot Inc,8000,Buy,"Traded $1,001 to $15,000 "
24/02/2021,Joshua,Gottheimer,US Congressman,TWLO,Twilio,8000,Buy,"Traded $1,001 to $15,000 "
24/02/2021,Kathy,Manning,US Congressman,MTCH,Match Group In,32500,Buy,"Traded $15,001 to $50,000 ."
24/02/2021,Mark,Green,US Congressman,ENLC,Enlink Midstre,207501,Buy,"Traded $115,002 to $300,000 ."
24/02/2021,Mark,Green,US Congressman,USAC,USA Compressio,32500,Buy,"Traded $15,001 to $50,000 ."
24/02/2021,Mark,Green,US Congressman,BKEP,Blueknight Ene,65001,Buy,"Traded $30,002 To $100,000 ."
24/02/2021,Mark,Green,US Congressman,BPMP,BP Midstream P,75000,Buy,"Traded $50,001 to $100,000 "
24/02/2021,Rohit,Khanna,US Congressman,AXTA,Axalta Coating,8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
24/02/2021,Rohit,Khanna,US Congressman,VZ,Verizon Commun,16001,Buy,"By Spouse & Dependent Child. Traded $2,002 to $30,000 ."
24/02/2021,Diana,Harshbarger,US Congressman,ADP,Automatic Data,24002,Sell,"By Director And Spouse. Traded $3,003 To $45,000 "
24/02/2021,Diana,Harshbarger,US Congressman,NSC,Norfolk Southe,32002,Sell,"By Congressman & Spouse. Traded $4,004 To $60,000 ."
24/02/2021,Joshua,Gottheimer,US Congressman,ROP,Roper Industri,8000,Sell,"Traded $1,001 to $15,000 "
24/02/2021,Kathy,Manning,US Congressman,ILMN,Illumina Inc,8000,Sell,"Traded $1,001 to $15,000 ."
24/02/2021,Kathy,Manning,US Congressman,SNAP,Snap Inc,32500,Sell,"Traded $15,001 to $50,000 ."
24/02/2021,Lois,Frankel,US Congressman,AXP,American Expre,8000,Sell,"Traded $1,001 to $15,000 "
24/02/2021,Mark,Green,US Congressman,NGL,Ngl Energy Par,350001,Sell,"Traded $200,002 to $500,000 ."
24/02/2021,Rohit,Khanna,US Congressman,PARA,Paramount Glob,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
24/02/2021,Thomas,Suozzi,US Congressman,QS,Quantumscape C,32500,Sell,"Traded $15,001 to $50,000 "
25/02/2021,Alan,Lowenthal,US Congressman,VRSK,Verisk Analyti,40501,Buy,"By Spouse. Traded $16,002 to $65,000 "
25/02/2021,Blake,Moore,US Congressman,GOOG,Alphabet Cl C,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Blake,Moore,US Congressman,AMZN,Amazon.com Inc,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Blake,Moore,US Congressman,AXP,American Expre,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Blake,Moore,US Congressman,AAPL,Apple Inc,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Blake,Moore,US Congressman,BAC,Bank of Americ,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Blake,Moore,US Congressman,META,Meta Platforms,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Blake,Moore,US Congressman,JNJ,Johnson & John,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Blake,Moore,US Congressman,MSFT,Microsoft Corp,16001,Buy,"Traded $2,002 To $30,000 "
25/02/2021,Blake,Moore,US Congressman,NVDA,Nvidia Corp,8000,Buy,"Purchase Of Put Options With Strike Price $400 And Expiry 16-April-2021. Traded $1,001 To $15,000. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
25/02/2021,Blake,Moore,US Congressman,BABA,Alibaba Group ,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Diana,Harshbarger,US Congressman,AMZN,Amazon.com Inc,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Diana,Harshbarger,US Congressman,TMUS,T-Mobile US,16001,Buy,"By Congressman & Spouse. Traded $2,002 To $30,000 ."
25/02/2021,Diana,Harshbarger,US Congressman,CVX,Chevron Corp,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Joshua,Gottheimer,US Congressman,ESTC,Elastic N.V.,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Joshua,Gottheimer,US Congressman,MDB,Mongodb Inc Cl,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Lois,Frankel,US Congressman,HXL,Hexcel Corp,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Lois,Frankel,US Congressman,HPP,Hudson Pacific,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Michael,Mccaul,US Congressman,LBRDK,Liberty Broadb,150001,Buy,"By Spouse & Dependent Child. Traded $100,002 To $200,000 ."
25/02/2021,Rohit,Khanna,US Congressman,MTCH,Match Group In,48502,Buy,"By Dependent Child. Traded $17,003 To $80,000 ."
25/02/2021,Rohit,Khanna,US Congressman,TYL,Tyler Technolo,8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
25/02/2021,Rohit,Khanna,US Congressman,MRK,Merck & Compan,8000,Buy,"By Dependent Child. Traded $1,001 to $15,000 ."
25/02/2021,Rohit,Khanna,US Congressman,D,Dominion Energ,8000,Buy,"By Spouse. Traded $2,002 To $30,000 ."
25/02/2021,Susie,Lee,US Congressman,BKR,Baker Hughes C,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Susie,Lee,US Congressman,BALY,Bally's Corp,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Susie,Lee,US Congressman,DPZ,Domino's Pizza,8000,Buy,"Traded $1,001 to $15,000 ."
25/02/2021,Susie,Lee,US Congressman,LEA,Lear Corp,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Susie,Lee,US Congressman,TRU,Transunion,8000,Buy,"Traded $1,001 to $15,000 "
25/02/2021,Tomasz,Malinowski,US Congressman,CMLFU,Cm Life Scienc,32500,Buy,"Traded $15,001 to $50,000 ."
25/02/2021,Blake,Moore,US Congressman,NVDA,Nvidia Corp,8000,Sell,"Sale Of Put Options With Strike Price $405 And Expiry 16-April-2021. Traded $1,001 To $15,000. As We Don't Have A Price We Have Stated An Amount Of 1 And Valued At The Midpoint."
25/02/2021,Diana,Harshbarger,US Congressman,ADP,Automatic Data,32002,Sell,"By Director And Spouse. Traded $4,004 To $60,000 "
25/02/2021,Joshua,Gottheimer,US Congressman,MSFT,Microsoft Corp,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Joshua,Gottheimer,US Congressman,NFLX,Netflix Inc,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Joshua,Gottheimer,US Congressman,OLLI,Ollies Bargain,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Joshua,Gottheimer,US Congressman,BABA,Alibaba Group ,8000,Sell,"Traded $1,001 to $15,000 ."
25/02/2021,Lois,Frankel,US Congressman,EFX,Equifax Inc,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Michael,Mccaul,US Congressman,ETN,Eaton Corp,40501,Sell,"By Spouse & Dependent Child. Traded $16,002 to $65,000 ."
25/02/2021,Rohit,Khanna,US Congressman,ILMN,Illumina Inc,16001,Sell,"By Dependent Child. Traded $2,002 To $30,000 ."
25/02/2021,Rohit,Khanna,US Congressman,SNAP,Snap Inc,48502,Sell,"By Dependent Child. Traded $17,003 To $80,000 ."
25/02/2021,Rohit,Khanna,US Congressman,VNO,Vornado Realty,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
25/02/2021,Rohit,Khanna,US Congressman,EQIX,Equinix Inc,8000,Sell,"By Dependent Child. Traded $1,001 to $15,000 ."
25/02/2021,Susie,Lee,US Congressman,COLD,Americold Real,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Susie,Lee,US Congressman,O,Realty Income ,8000,Sell,"Traded $1,001 to $15,000 "
25/02/2021,Susie,Lee,US Congressman,STOR,Store Capital ,8000,Sell,"Traded $1,001 to $15,000 "
26/02/2021,Diana,Harshbarger,US Congressman,RYDBF,Royal Dutch Sh,24002,Buy,"As ADR/ADS but shown as Ord equivalent. By Congressman & Spouse. Traded $3,003 To $45,000 ."
26/02/2021,Joshua,Gottheimer,US Congressman,OCFC,Oceanfirst Fin,8000,Buy,"Traded $1,001 to $15,000 "
